Four Hops 32byte Packet RX/TX 2.4G/2.5G AVG Gain 47 
PING 192.168.200.109 (192.168.200.109) 24(52) bytes of data.
32 bytes from 192.168.200.109: icmp_seq=892 ttl=64 time=58.4 ms
32 bytes from 192.168.200.109: icmp_seq=895 ttl=64 time=53.3 ms
32 bytes from 192.168.200.109: icmp_seq=896 ttl=64 time=57.5 ms
32 bytes from 192.168.200.109: icmp_seq=899 ttl=64 time=57.6 ms
32 bytes from 192.168.200.109: icmp_seq=907 ttl=64 time=59.0 ms
32 bytes from 192.168.200.109: icmp_seq=913 ttl=64 time=55.1 ms
32 bytes from 192.168.200.109: icmp_seq=917 ttl=64 time=58.1 ms
32 bytes from 192.168.200.109: icmp_seq=918 ttl=64 time=56.3 ms
32 bytes from 192.168.200.109: icmp_seq=919 ttl=64 time=56.6 ms
32 bytes from 192.168.200.109: icmp_seq=920 ttl=64 time=54.5 ms
32 bytes from 192.168.200.109: icmp_seq=924 ttl=64 time=59.7 ms
32 bytes from 192.168.200.109: icmp_seq=925 ttl=64 time=57.2 ms
32 bytes from 192.168.200.109: icmp_seq=928 ttl=64 time=56.2 ms
32 bytes from 192.168.200.109: icmp_seq=929 ttl=64 time=54.3 ms
32 bytes from 192.168.200.109: icmp_seq=931 ttl=64 time=53.0 ms
32 bytes from 192.168.200.109: icmp_seq=932 ttl=64 time=56.7 ms
32 bytes from 192.168.200.109: icmp_seq=933 ttl=64 time=55.9 ms
32 bytes from 192.168.200.109: icmp_seq=935 ttl=64 time=57.6 ms
32 bytes from 192.168.200.109: icmp_seq=937 ttl=64 time=54.6 ms
32 bytes from 192.168.200.109: icmp_seq=938 ttl=64 time=54.6 ms
32 bytes from 192.168.200.109: icmp_seq=940 ttl=64 time=53.3 ms
32 bytes from 192.168.200.109: icmp_seq=942 ttl=64 time=57.0 ms
32 bytes from 192.168.200.109: icmp_seq=944 ttl=64 time=56.1 ms
32 bytes from 192.168.200.109: icmp_seq=945 ttl=64 time=54.6 ms
32 bytes from 192.168.200.109: icmp_seq=946 ttl=64 time=56.5 ms
32 bytes from 192.168.200.109: icmp_seq=947 ttl=64 time=56.5 ms
32 bytes from 192.168.200.109: icmp_seq=948 ttl=64 time=56.5 ms
32 bytes from 192.168.200.109: icmp_seq=949 ttl=64 time=56.2 ms
32 bytes from 192.168.200.109: icmp_seq=952 ttl=64 time=55.0 ms
32 bytes from 192.168.200.109: icmp_seq=953 ttl=64 time=53.3 ms
32 bytes from 192.168.200.109: icmp_seq=954 ttl=64 time=53.6 ms
32 bytes from 192.168.200.109: icmp_seq=956 ttl=64 time=53.7 ms
32 bytes from 192.168.200.109: icmp_seq=957 ttl=64 time=55.2 ms
32 bytes from 192.168.200.109: icmp_seq=959 ttl=64 time=56.5 ms
32 bytes from 192.168.200.109: icmp_seq=961 ttl=64 time=57.9 ms
32 bytes from 192.168.200.109: icmp_seq=967 ttl=64 time=57.7 ms
32 bytes from 192.168.200.109: icmp_seq=968 ttl=64 time=57.6 ms
32 bytes from 192.168.200.109: icmp_seq=974 ttl=64 time=56.0 ms
32 bytes from 192.168.200.109: icmp_seq=976 ttl=64 time=54.8 ms
32 bytes from 192.168.200.109: icmp_seq=977 ttl=64 time=54.9 ms
32 bytes from 192.168.200.109: icmp_seq=978 ttl=64 time=55.2 ms
32 bytes from 192.168.200.109: icmp_seq=981 ttl=64 time=52.9 ms
32 bytes from 192.168.200.109: icmp_seq=995 ttl=64 time=59.0 ms

--- 192.168.200.109 ping statistics ---
1000 packets transmitted, 337 received, 66% packet loss, time 1003800ms
rtt min/avg/max/mdev = 52.387/61.002/1341.276/69.884 ms, pipe 2
